sku	product_name	category	prev_year_cost	prev_year_price	prev_year_margin	new_cost	prev_year_sales	win_rate
BAS-SH-25KG-IND	Sodium Hydroxide (Caustic Soda), Industrial Grade, 25 kg Bag	Bases & Alkalis	105.73	167.26	0.3679	119.46	8688.97	0.6973
PIG-TD-2P5KG-IND	Titanium Dioxide (Rutile), Industrial Grade, 2.5 kg	Pigments & Dyes	51.06	95.42	0.4649	48.6	0	
ADD-ESO-500ML-TECH	Epoxidized Soybean Oil (ESBO), 500 mL	Plasticizers & Additives	6.44	10.01	0.3565	6.34	0	
WTR-CH-25KG-IND	Calcium Hypochlorite (65%), Industrial Grade, 25 kg Bag	Water Treatment	225.29	331.55	0.3205	227.68	43399.43	0.5472
BAS-AH-500ML-IND	Ammonium Hydroxide (28%), Industrial Grade, 500 mL	Bases & Alkalis	4.02	5.72	0.2974	4.08	0	
SAL-AN-500G-ACS	Ammonium Nitrate, ACS Reagent Grade, 500 g	Salts & Inorganic Compounds	4.89	6.2	0.2117	4.81	0	
RES-MFR-1G-TECH	Melamine Formaldehyde Resin, 1 Gal	Resins & Polymers	50.57	99.26	0.4905	50.76	534898.7	0.515
WTR-POLY-50LB-TECH	Polyacrylamide (Anionic), 50 lb Bag	Water Treatment	305.66	466.21	0.3444	321	0	
SAL-SC-50LB-IND	Sodium Chloride (Industrial), Industrial Grade, 50 lb Bag	Salts & Inorganic Compounds	47.05	64.55	0.2711	65.66	0	
SAL-AN-50LB-IND	Ammonium Nitrate, Industrial Grade, 50 lb Bag	Salts & Inorganic Compounds	110.13	145.9	0.2452	108.44	0	
ACD-TA-500G-IND	Tartaric Acid, Industrial Grade, 500 g	Acids	8.45	12.98	0.3492	9.04	7130.28	0.3935
SAL-PC-50LB-TECH	Potassium Chloride, 50 lb Bag	Salts & Inorganic Compounds	89.97	122.09	0.2631	95.08	0	
WTR-TP-25KG-ACS	Trisodium Phosphate (TSP), ACS Reagent Grade, 25 kg Bag	Water Treatment	201.94	326.77	0.382	212.68	0	
OIL-LO-500ML-TECH-2	Linseed Oil (Boiled), 500 mL	Oils & Waxes	6.38	10.12	0.3699	6.15	0	
SOL-ACET-500ML-IND	Acetone, Industrial Grade, 500 mL	Solvents	4.36	5.96	0.269	4.1	16816.63	0.4655
ACD-FA-2P5KG-IND	Fumaric Acid, Industrial Grade, 2.5 kg	Acids	33.38	46.79	0.2866	34.32	102181.4	0.428
ACD-OA-55G-ACS	Oleic Acid, ACS Reagent Grade, 55 Gal Drum	Acids	2285.18	3138.74	0.2719	2490.57	0	
ACD-AA-55G-TECH	Acetic Acid (Glacial), 55 Gal Drum	Acids	1078.93	1516.41	0.2885	1159.18	0	
ACD-CA-2P5KG-USP	Citric Acid, USP/NF Grade, 2.5 kg	Acids	36.8	46.88	0.215	37.79	0	
SPC-DEFO-500ML-TECH-2	Defoamer (Mineral Oil-Based), 500 mL	Specialty Chemicals	7.88	18.05	0.5635	9.24	0	
BAS-SC-2P5KG-TECH	Sodium Carbonate (Soda Ash), 2.5 kg	Bases & Alkalis	14.1	20.1	0.2984	15.12	0	
SRF-GM-500G-IND	Glyceryl Monostearate, Industrial Grade, 500 g	Surfactants & Emulsifiers	7	11.38	0.3849	8.04	15074.65	0.3803
OIL-PW-500G-IND	Paraffin Wax (Fully Refined), Industrial Grade, 500 g	Oils & Waxes	5.51	9.52	0.421	5.57	0	
WTR-SB-500ML-ACS	Sodium Bisulfite (38%), ACS Reagent Grade, 500 mL	Water Treatment	5.17	8.06	0.3589	5.29	0	
SOL-N-BU-55G-IND	n-Butanol, Industrial Grade, 55 Gal Drum	Solvents	1379.86	2036.44	0.3224	1491.15	0	
BAS-SM-50LB-TECH	Sodium Metasilicate, 50 lb Bag	Bases & Alkalis	122.21	162.33	0.2472	127.74	0	
RES-PB-2P5KG-IND	Polyvinyl Butyral (PVB), Industrial Grade, 2.5 kg	Resins & Polymers	65.22	86.77	0.2483	68.2	0	
ACD-OA-1G-ACS	Oleic Acid, ACS Reagent Grade, 1 Gal	Acids	64.27	76.16	0.1561	70.05	0	
ACD-MA-25KG-TECH	Maleic Acid, 25 kg Bag	Acids	281.23	371.76	0.2435	291.07	711049.88	0.8544
WTR-POLY-50LB-IND-2	Polyacrylamide (Cationic), Industrial Grade, 50 lb Bag	Water Treatment	374.32	603.94	0.3802	421.72	0	
ACD-OA-55G-IND	Oleic Acid, Industrial Grade, 55 Gal Drum	Acids	1548.09	2385.38	0.351	1687.23	0	
SOL-MEK-500ML-IND	Methyl Ethyl Ketone (MEK), Industrial Grade, 500 mL	Solvents	6.9	10.35	0.3333	8.75	0	
OIL-TOFA-1G-TECH	Tall Oil Fatty Acid, 1 Gal	Oils & Waxes	37.29	59.89	0.3774	38.96	0	
BAS-LH-25KG-ACS	Lithium Hydroxide, ACS Reagent Grade, 25 kg Bag	Bases & Alkalis	1154	1638.6	0.2957	1347.39	0	
WTR-SB-55G-ACS	Sodium Bisulfite (38%), ACS Reagent Grade, 55 Gal Drum	Water Treatment	1192.66	1620.23	0.2639	1221.49	0	
SAL-SS-2P5KG-IND-2	Sodium Sulfide (60%), Industrial Grade, 2.5 kg	Salts & Inorganic Compounds	19.76	25.6	0.2281	19.81	0	
SRF-CB-1G-IND	Cocamidopropyl Betaine, Industrial Grade, 1 Gal	Surfactants & Emulsifiers	50.19	91.56	0.4518	52.64	0	
WTR-FC-55G-TECH	Ferric Chloride (40%), 55 Gal Drum	Water Treatment	651.09	920.6	0.2928	754.22	0	
BAS-CH-2P5KG-ACS	Calcium Hydroxide, ACS Reagent Grade, 2.5 kg	Bases & Alkalis	15.25	22.18	0.3123	15.81	0	
ACD-LA-500ML-IND	Lactic Acid (88%), Industrial Grade, 500 mL	Acids	6.67	11.04	0.3958	6.61	0	
RES-PR-1G-TECH-2	Phenolic Resin, 1 Gal	Resins & Polymers	54.16	93	0.4176	61.02	255395.7	0.7304
SOL-EA-5G-TECH	Ethyl Acetate, 5 Gal	Solvents	132.52	168.16	0.212	138.17	75420.41	0.812
OXD-AP-500G-IND	Ammonium Persulfate, Industrial Grade, 500 g	Industrial Gases & Oxidizers	7.04	10.45	0.3261	7.12	0	
RES-ER-500ML-IND	Epoxy Resin (Bisphenol A), Industrial Grade, 500 mL	Resins & Polymers	9.57	14.39	0.3347	10.95	5000	0.4393
SOL-XYLE-55G-IND	Xylene, Industrial Grade, 55 Gal Drum	Solvents	1585.85	2116.06	0.2506	1895.63	1926861.98	0.4804
SRF-SLS-1G-IND	Sodium Laureth Sulfate (SLES), Industrial Grade, 1 Gal	Surfactants & Emulsifiers	37.68	68.04	0.4462	42.58	0	
SAL-AN-50LB-ACS	Ammonium Nitrate, ACS Reagent Grade, 50 lb Bag	Salts & Inorganic Compounds	159	241.21	0.3408	156.56	0	
SOL-PGME-500ML-IND	Propylene Glycol Methyl Ether, Industrial Grade, 500 mL	Solvents	8.55	12.57	0.3196	9.31	6469.97	0.5595
SOL-HEXA-1G-TECH	Hexanes, 1 Gal	Solvents	34.15	44.06	0.2248	36.04	0	
WTR-FS-50LB-ACS	Ferrous Sulfate, ACS Reagent Grade, 50 lb Bag	Water Treatment	90.11	144.38	0.3759	90.53	0	
WTR-FS-2P5KG-TECH	Ferrous Sulfate, 2.5 kg	Water Treatment	8.19	13.63	0.3991	8.23	0	
SOL-EA-1G-IND	Ethyl Acetate, Industrial Grade, 1 Gal	Solvents	34.26	49.22	0.3039	35.72	545212.94	0.6018
SOL-IA-55G-IND	Isopropyl Alcohol, Industrial Grade, 55 Gal Drum	Solvents	954.9	1510.01	0.3676	1070.45	736668.3	0.2425
BAS-PH-50LB-TECH	Potassium Hydroxide, 50 lb Bag	Bases & Alkalis	136.18	174.86	0.2212	167.86	0	
ADD-DA-500ML-TECH	Dioctyl Adipate (DOA), 500 mL	Plasticizers & Additives	9.46	16.16	0.4146	9.57	0	
SAL-SS-50LB-IND-2	Sodium Sulfide (60%), Industrial Grade, 50 lb Bag	Salts & Inorganic Compounds	134.55	182.13	0.2612	134.91	0	
SOL-ACET-1G-IND-2	Acetonitrile, Industrial Grade, 1 Gal	Solvents	104.64	131.84	0.2063	114.47	0	
WTR-SB-1G-ACS	Sodium Bisulfite (38%), ACS Reagent Grade, 1 Gal	Water Treatment	32.38	47.55	0.3191	33.16	0	
WTR-SH-25KG-IND	Sodium Hexametaphosphate, Industrial Grade, 25 kg Bag	Water Treatment	182.44	249.37	0.2684	254.58	0	
BAS-SH-2P5KG-TECH	Sodium Hydroxide (Caustic Soda), 2.5 kg	Bases & Alkalis	11.98	15.26	0.215	13.54	341515.91	0.5233
SOL-DICH-55G-IND	Dichloromethane (DCM), Industrial Grade, 55 Gal Drum	Solvents	1856.91	2829.54	0.3437	1891.93	0	
SAL-SS-500G-TECH	Sodium Sulfate (Anhydrous), 500 g	Salts & Inorganic Compounds	2.04	3.24	0.3711	2.02	128885.72	0.7123
BAS-PC-25KG-TECH	Potassium Carbonate, 25 kg Bag	Bases & Alkalis	172.35	247.96	0.3049	183.72	2180412.72	0.4303
SAL-SN-500G-IND	Sodium Nitrate, Industrial Grade, 500 g	Salts & Inorganic Compounds	4.7	6.24	0.2469	4.82	0	
ACD-OA-50LB-IND	Oxalic Acid, Industrial Grade, 50 lb Bag	Acids	253.51	353.18	0.2822	270.26	40445.12	0.6332
BAS-AH-1G-TECH	Ammonium Hydroxide (28%), 1 Gal	Bases & Alkalis	23.54	34.37	0.315	23.9	0	
BAS-CH-25KG-TECH	Calcium Hydroxide, 25 kg Bag	Bases & Alkalis	86.17	123.45	0.302	89.32	0	
OIL-MO-5G-IND	Mineral Oil (White, Heavy), Industrial Grade, 5 Gal	Oils & Waxes	137.53	234.44	0.4134	164.22	0	
SPC-CO-1G-TECH	Cobalt Octoate (6%), 1 Gal	Specialty Chemicals	133.62	260.61	0.4873	139.88	0	
SOL-DS-500ML-TECH	Dimethyl Sulfoxide (DMSO), 500 mL	Solvents	9.47	13.67	0.307	10.18	0	
SOL-TETR-5G-TECH	Tetrahydrofuran (THF), 5 Gal	Solvents	299.67	456.92	0.3442	323.88	6000	0.7155
RES-MFR-500ML-TECH	Melamine Formaldehyde Resin, 500 mL	Resins & Polymers	7.9	11.77	0.329	7.93	11287.64	0.3893
OXD-PP-500G-IND	Potassium Permanganate, Industrial Grade, 500 g	Industrial Gases & Oxidizers	9.29	14.52	0.3601	9.4	0	
SAL-PN-2P5KG-IND	Potassium Nitrate, Industrial Grade, 2.5 kg	Salts & Inorganic Compounds	28.74	44.02	0.3471	30.02	74365.52	0.5504
SOL-PGME-55G-IND	Propylene Glycol Methyl Ether, Industrial Grade, 55 Gal Drum	Solvents	2070.35	3039.12	0.3188	2255.08	1746784.65	0.4377
WTR-IER-25KG-TECH	Ion Exchange Resin (Cation), 25 kg Bag	Water Treatment	513.88	751.15	0.3159	596.96	0	
PIG-RIO-500G-IND	Red Iron Oxide (Synthetic), Industrial Grade, 500 g	Pigments & Dyes	5.93	10.62	0.4417	6.09	111553.44	0.3276
OIL-TOFA-500ML-TECH	Tall Oil Fatty Acid, 500 mL	Oils & Waxes	5.88	8.57	0.3143	6.14	0	
WTR-AC-2P5KG-ACS-2	Activated Carbon (Powdered), ACS Reagent Grade, 2.5 kg	Water Treatment	38.86	59.75	0.3496	42.69	5149.66	0.789
BAS-SH-2P5KG-ACS	Sodium Hydroxide (Caustic Soda), ACS Reagent Grade, 2.5 kg	Bases & Alkalis	18.21	23.67	0.2308	20.57	158894.14	0.9026
SAL-ZS-50LB-IND	Zinc Sulfate, Industrial Grade, 50 lb Bag	Salts & Inorganic Compounds	136.98	180.32	0.2404	149.76	0	
BAS-TRIE-5G-IND	Triethanolamine (TEA), Industrial Grade, 5 Gal	Bases & Alkalis	208.53	300.81	0.3068	221.41	552256.75	0.447
SAL-SC-50LB-TECH	Sodium Chloride (Industrial), 50 lb Bag	Salts & Inorganic Compounds	47.7	61.58	0.2255	66.57	0	
ACD-BA-50LB-USP	Boric Acid, USP/NF Grade, 50 lb Bag	Acids	218.04	342.8	0.364	278.79	471633.62	0.6207
SPC-DA-1G-IND	Dispersing Agent (Polymeric), Industrial Grade, 1 Gal	Specialty Chemicals	121.94	220.01	0.4457	122.22	0	
BAS-MO-25KG-IND	Magnesium Oxide, Industrial Grade, 25 kg Bag	Bases & Alkalis	140.51	189.87	0.2599	148.22	0	
SOL-PGME-500ML-TECH	Propylene Glycol Methyl Ether, 500 mL	Solvents	7.86	10.29	0.2361	8.56	9975.41	0.3925
SOL-DICH-55G-TECH	Dichloromethane (DCM), 55 Gal Drum	Solvents	1729.35	2396.41	0.2784	1761.96	0	
SPC-CA-2P5KG-TECH	Chelating Agent (EDTA), 2.5 kg	Specialty Chemicals	27.76	71.49	0.6117	30.3	6175.94	0.2215
SAL-ZS-25KG-IND	Zinc Sulfate, Industrial Grade, 25 kg Bag	Salts & Inorganic Compounds	164.41	232.62	0.2932	179.75	0	
SPC-CO-1G-TECH-2	Calcium Octoate, 1 Gal	Specialty Chemicals	88.81	169.32	0.4755	90.28	11522.31	0.3289
ACD-SA-2P5KG-IND	Stearic Acid, Industrial Grade, 2.5 kg	Acids	24.83	33.81	0.2657	25.25	0	
ACD-CA-25KG-USP	Citric Acid, USP/NF Grade, 25 kg Bag	Acids	326.46	421.63	0.2257	335.2	0	
WTR-SH-500ML-IND	Sodium Hypochlorite (12.5%), Industrial Grade, 500 mL	Water Treatment	2.29	3.43	0.3316	2.66	0	
SOL-N-ME-500ML-TECH	N-Methyl-2-Pyrrolidone (NMP), 500 mL	Solvents	12.17	17.68	0.3118	12.96	0	
SOL-DE-1G-TECH	Diethyl Ether, 1 Gal	Solvents	56.98	79.44	0.2828	58.91	16676.4	0.5943
SOL-PE-5G-IND	Petroleum Ether, Industrial Grade, 5 Gal	Solvents	128.32	164.63	0.2205	134.95	23520.14	0.5201
WTR-FS-50LB-TECH	Ferrous Sulfate, 50 lb Bag	Water Treatment	64.23	89.77	0.2845	64.53	0	
SOL-GEP-5G-IND	Glycol Ether PM, Industrial Grade, 5 Gal	Solvents	202.5	261.51	0.2256	211.24	0	
RES-CC-2P5KG-TECH	Carboxymethyl Cellulose (CMC), 2.5 kg	Resins & Polymers	25.15	35.49	0.2914	28.28	0	
PIG-DY-2P5KG-TECH	Diarylide Yellow, 2.5 kg	Pigments & Dyes	78.97	133.9	0.4102	78.31	13847.11	0.5917
SRF-SS-500G-TECH	Sodium Stearate, 500 g	Surfactants & Emulsifiers	4.75	9.34	0.4914	4.81	16323.18	0.5541
ACD-AA-1G-IND	Acetic Acid (Glacial), Industrial Grade, 1 Gal	Acids	32.71	49.13	0.3341	35.14	0	
ACD-OA-500G-TECH	Oxalic Acid, 500 g	Acids	7.48	11	0.3199	7.97	12174.37	0.7525
WTR-IER-500G-IND	Ion Exchange Resin (Cation), Industrial Grade, 500 g	Water Treatment	15.2	24.66	0.3835	17.66	0	
ACD-GA-1G-TECH	Glycolic Acid (70%), 1 Gal	Acids	55.59	81.89	0.3212	52.21	0	
SOL-HEXA-55G-IND	Hexanes, Industrial Grade, 55 Gal Drum	Solvents	1367.39	1837.96	0.256	1443.24	0	
SAL-CS-500G-TECH	Copper Sulfate, 500 g	Salts & Inorganic Compounds	4.78	6.78	0.2949	5.51	0	
BAS-CH-500G-IND	Calcium Hydroxide, Industrial Grade, 500 g	Bases & Alkalis	2.48	3.86	0.3571	2.57	0	
OXD-CP-25KG-TECH	Calcium Peroxide, 25 kg Bag	Industrial Gases & Oxidizers	378.53	624.2	0.3936	480.26	56885.75	0.8357
ADD-HALS-2P5KG-IND	Hindered Amine Light Stabilizer (HALS), Industrial Grade, 2.5 kg	Plasticizers & Additives	164.47	304.53	0.4599	192.3	0	
ACD-LA-1G-TECH	Lactic Acid (88%), 1 Gal	Acids	44.6	69.18	0.3553	44.17	0	
SAL-CC-25KG-IND	Calcium Chloride (Flake), Industrial Grade, 25 kg Bag	Salts & Inorganic Compounds	115.96	187.94	0.383	110.44	0	
SAL-ZS-500G-IND	Zinc Sulfate, Industrial Grade, 500 g	Salts & Inorganic Compounds	4.39	5.83	0.2466	4.8	0	
SOL-ETHA-500ML-TECH	Ethanol (Denatured), 500 mL	Solvents	4.87	6.12	0.2046	5.75	167557.05	0.7621
SOL-TURP-5G-TECH	Turpentine, 5 Gal	Solvents	179.15	208.86	0.1422	194.43	0	
SOL-MIK-500ML-TECH	Methyl Isobutyl Ketone (MIBK), 500 mL	Solvents	7.65	9.07	0.1563	8.06	0	
RES-UFR-1G-IND	Urea Formaldehyde Resin, Industrial Grade, 1 Gal	Resins & Polymers	36.45	59.76	0.39	39.56	13423.72	0.6104
SOL-GEP-500ML-IND	Glycol Ether PM, Industrial Grade, 500 mL	Solvents	7.72	12.17	0.3655	8.05	0	
WTR-FC-500ML-IND	Ferric Chloride (40%), Industrial Grade, 500 mL	Water Treatment	2.64	4.29	0.3843	3.06	0	
WTR-AC-2P5KG-ACS	Activated Carbon (Granular), ACS Reagent Grade, 2.5 kg	Water Treatment	47.55	61.99	0.233	50.37	0	
SAL-MS-25KG-USP	Magnesium Sulfate (Epsom Salt), USP/NF Grade, 25 kg Bag	Salts & Inorganic Compounds	128.71	181.23	0.2898	135.67	48961.33	0.4332
SPC-INIT-2P5KG-IND	Initiator (AIBN), Industrial Grade, 2.5 kg	Specialty Chemicals	97.99	193.77	0.4943	104.57	257987.28	0.3951
ACD-PA-1G-IND	Phosphoric Acid (85%), Industrial Grade, 1 Gal	Acids	26.75	33.31	0.1969	28.33	533689.18	0.7204
ACD-OA-5G-TECH	Oleic Acid, 5 Gal	Acids	182.1	290.76	0.3737	198.47	0	
BAS-MO-50LB-ACS	Magnesium Oxide, ACS Reagent Grade, 50 lb Bag	Bases & Alkalis	184.88	262.58	0.2959	195.03	0	
ACD-HA-5G-TECH	Hydrochloric Acid, 5 Gal	Acids	81.59	108.91	0.2509	86.67	0	
SOL-DICH-1G-ACS	Dichloromethane (DCM), ACS Reagent Grade, 1 Gal	Solvents	67.92	102.71	0.3387	69.2	0	
OIL-MO-500ML-TECH	Mineral Oil (White, Light), 500 mL	Oils & Waxes	4.21	6.97	0.3961	4.3	0	
ACD-TA-2P5KG-IND	Tartaric Acid, Industrial Grade, 2.5 kg	Acids	36.58	46.33	0.2105	39.13	11376.82	0.9099
WTR-AC-25KG-IND-2	Activated Carbon (Powdered), Industrial Grade, 25 kg Bag	Water Treatment	245.08	300.84	0.1853	269.22	1021393.67	0.835
SOL-ACET-1G-TECH	Acetone, 1 Gal	Solvents	27.52	36.68	0.2497	25.85	501992.16	0.2529
SOL-CYCL-5G-TECH	Cyclohexane, 5 Gal	Solvents	154.89	223.84	0.308	169.19	1023550.36	0.6752
SRF-LECI-500ML-TECH	Lecithin, 500 mL	Surfactants & Emulsifiers	8.37	15.47	0.459	8.75	0	
SAL-SS-50LB-TECH-2	Sodium Sulfide (60%), 50 lb Bag	Salts & Inorganic Compounds	128.4	183.44	0.3	128.75	0	
RES-POLY-2P5KG-IND	Polyvinylpyrrolidone (PVP), Industrial Grade, 2.5 kg	Resins & Polymers	77.28	116.02	0.3339	79.84	676450.61	0.6032
ACD-HA-500ML-ACS	Hydrochloric Acid, ACS Reagent Grade, 500 mL	Acids	4.31	6.11	0.2945	4.58	0	
SPC-ZO-1G-TECH	Zirconium Octoate, 1 Gal	Specialty Chemicals	221.28	533.26	0.585	244.97	0	
ACD-SA-500ML-IND	Sulfuric Acid, Industrial Grade, 500 mL	Acids	2.26	3.32	0.3184	2.36	91554.94	0.5189
SOL-CHLO-55G-TECH	Chloroform, 55 Gal Drum	Solvents	1846.05	2451.76	0.2471	1954.84	0	
OIL-MO-1G-TECH	Mineral Oil (White, Light), 1 Gal	Oils & Waxes	27.24	37.9	0.2812	27.8	0	
ACD-PA-5G-TECH	Phosphoric Acid (85%), 5 Gal	Acids	102.6	156.19	0.3431	108.66	2004916.7	0.678
SAL-SN-50LB-IND	Sodium Nitrate, Industrial Grade, 50 lb Bag	Salts & Inorganic Compounds	155.96	220.16	0.2916	159.93	0	
BAS-DIET-5G-IND	Diethanolamine (DEA), Industrial Grade, 5 Gal	Bases & Alkalis	196.29	249.33	0.2127	199.8	0	
SOL-PGME-1G-TECH	Propylene Glycol Methyl Ether, 1 Gal	Solvents	54.39	68.38	0.2046	59.24	5160.2	0.6849
SOL-2-PR-55G-IND	2-Propanol, Industrial Grade, 55 Gal Drum	Solvents	966.51	1567.96	0.3836	996.78	12600.83	0.4392
WTR-AC-25KG-ACS-2	Activated Carbon (Powdered), ACS Reagent Grade, 25 kg Bag	Water Treatment	342.68	516.27	0.3362	376.44	881647.93	0.1421
SAL-PN-500G-IND	Potassium Nitrate, Industrial Grade, 500 g	Salts & Inorganic Compounds	6.47	10.31	0.3724	6.76	17869.7	0.5826
ACD-PA-55G-IND	Phosphoric Acid (85%), Industrial Grade, 55 Gal Drum	Acids	948.26	1530.65	0.3805	1004.23	722777.1	0.3275
SAL-AC-2P5KG-ACS	Ammonium Chloride, ACS Reagent Grade, 2.5 kg	Salts & Inorganic Compounds	22.35	31.79	0.297	22.81	0	
ACD-AA-5G-IND	Acetic Acid (Glacial), Industrial Grade, 5 Gal	Acids	133.27	170.13	0.2167	143.18	0	
OXD-PA-500ML-IND	Peracetic Acid (15%), Industrial Grade, 500 mL	Industrial Gases & Oxidizers	8.28	12.23	0.3229	8.29	5000	0.5457
SPC-DEFO-1G-TECH	Defoamer (Mineral Oil-Based), 1 Gal	Specialty Chemicals	52.53	90.17	0.4175	61.61	0	
BAS-SM-500G-IND	Sodium Metasilicate, Industrial Grade, 500 g	Bases & Alkalis	3.95	5.98	0.3391	4.13	0	
BAS-PH-25KG-TECH	Potassium Hydroxide, 25 kg Bag	Bases & Alkalis	151.55	193.36	0.2162	186.81	0	
SAL-CS-50LB-IND	Copper Sulfate, Industrial Grade, 50 lb Bag	Salts & Inorganic Compounds	171.94	230	0.2524	198.18	0	
WTR-PC-5G-TECH	Polyaluminum Chloride (PAC), 5 Gal	Water Treatment	92.2	150.5	0.3874	97.77	0	
SOL-GEP-55G-TECH	Glycol Ether PM, 55 Gal Drum	Solvents	1752.16	2463.25	0.2887	1827.81	0	
SOL-PE-55G-TECH	Petroleum Ether, 55 Gal Drum	Solvents	1085.91	1355.02	0.1986	1142.01	38877.78	0.6327
SOL-ACET-55G-TECH	Acetone, 55 Gal Drum	Solvents	1063.54	1402.31	0.2416	998.93	616777.25	0.4719
SOL-1-500ML-TECH	1,4-Dioxane, 500 mL	Solvents	9.87	13.26	0.2554	10.57	0	
SOL-DIME-55G-IND	Dimethylformamide (DMF), Industrial Grade, 55 Gal Drum	Solvents	2079.05	2761.15	0.247	2569.07	0	
ACD-HA-5G-ACS	Hydrochloric Acid, ACS Reagent Grade, 5 Gal	Acids	114.65	161.85	0.2916	121.79	0	
PIG-KC-500G-IND	Kaolin Clay, Industrial Grade, 500 g	Pigments & Dyes	2.07	3.97	0.4789	2.06	0	
ACD-MA-50LB-ACS	Maleic Acid, ACS Reagent Grade, 50 lb Bag	Acids	365.01	487.13	0.2507	377.78	13922.21	0.8163
SAL-PN-25KG-IND	Potassium Nitrate, Industrial Grade, 25 kg Bag	Salts & Inorganic Compounds	226.78	307.97	0.2636	236.91	17549.29	0.2142
BAS-PC-2P5KG-IND	Potassium Carbonate, Industrial Grade, 2.5 kg	Bases & Alkalis	22.92	30.52	0.2491	24.43	16512.86	0.5237
ACD-GA-500ML-IND	Glycolic Acid (70%), Industrial Grade, 500 mL	Acids	8.24	11.57	0.2877	7.74	0	
WTR-AC-50LB-IND-2	Activated Carbon (Powdered), Industrial Grade, 50 lb Bag	Water Treatment	210.23	352.28	0.4032	230.94	17362.26	0.4641
SRF-P2-500ML-TECH	Polysorbate 20 (Tween 20), 500 mL	Surfactants & Emulsifiers	12.84	23.6	0.456	12.72	0	
OXD-SP-2P5KG-IND	Sodium Persulfate, Industrial Grade, 2.5 kg	Industrial Gases & Oxidizers	33.56	48.31	0.3053	38.88	0	
OIL-CO-1G-TECH	Coconut Oil (RBD), 1 Gal	Oils & Waxes	43.71	71.57	0.3893	44.32	222651.97	0.6494
SAL-SS-2P5KG-TECH	Sodium Sulfate (Anhydrous), 2.5 kg	Salts & Inorganic Compounds	9.29	12.97	0.284	9.21	151386.07	0.4812
ACD-FA-50LB-IND	Fumaric Acid, Industrial Grade, 50 lb Bag	Acids	252.58	360.38	0.2991	259.68	965169.41	0.3617
SAL-SC-500G-USP	Sodium Chloride (Industrial), USP/NF Grade, 500 g	Salts & Inorganic Compounds	2.18	2.92	0.2534	3.04	0	
RES-HC-500G-IND	Hydroxyethyl Cellulose (HEC), Industrial Grade, 500 g	Resins & Polymers	8.62	12.76	0.3243	9.08	0	
SOL-XYLE-5G-TECH	Xylene, 5 Gal	Solvents	162.68	217.14	0.2508	194.46	334156.54	0.7645
ADD-DP-500ML-TECH-2	Diethylhexyl Phthalate (DEHP), 500 mL	Plasticizers & Additives	7.43	11.81	0.3708	7.97	92141.32	0.4962
SOL-HEXA-500ML-ACS	Hexanes, ACS Reagent Grade, 500 mL	Solvents	7.27	11.97	0.3924	7.67	0	
SAL-AC-50LB-TECH	Ammonium Chloride, 50 lb Bag	Salts & Inorganic Compounds	120.93	156.73	0.2284	123.43	0	
SAL-MS-2P5KG-USP	Magnesium Sulfate (Epsom Salt), USP/NF Grade, 2.5 kg	Salts & Inorganic Compounds	16.01	20.76	0.2288	16.88	15467.8	0.7242
SOL-ETHA-5G-IND	Ethanol (Denatured), Industrial Grade, 5 Gal	Solvents	141.9	181.85	0.2197	167.55	171669.34	0.3292
BAS-SB-50LB-USP	Sodium Bicarbonate, USP/NF Grade, 50 lb Bag	Bases & Alkalis	148.95	226.59	0.3426	160.85	231763.98	0.5441
WTR-AS-2P5KG-IND	Aluminum Sulfate (Alum), Industrial Grade, 2.5 kg	Water Treatment	9.65	17.12	0.4364	10.38	0	
SAL-SN-50LB-TECH	Sodium Nitrate, 50 lb Bag	Salts & Inorganic Compounds	144.2	207.08	0.3036	147.87	0	
WTR-SH-5G-TECH	Sodium Hypochlorite (12.5%), 5 Gal	Water Treatment	63.22	115.66	0.4534	73.51	0	
SOL-EA-1G-TECH	Ethyl Acetate, 1 Gal	Solvents	32.21	43.72	0.2633	33.58	55769.49	0.7634
ACD-GA-5G-TECH	Glycolic Acid (70%), 5 Gal	Acids	222.68	363.6	0.3876	209.13	0	
WTR-SH-1G-IND	Sodium Hypochlorite (12.5%), Industrial Grade, 1 Gal	Water Treatment	16.16	29.02	0.4431	18.79	0	
WTR-POLY-2P5KG-TECH	Polyacrylamide (Anionic), 2.5 kg	Water Treatment	39.6	52.82	0.2503	41.59	0	
ACD-TA-25KG-TECH	Tartaric Acid, 25 kg Bag	Acids	309.87	520.36	0.4045	331.5	595401.72	0.4332
ACD-CA-50LB-TECH-2	Chromic Acid, 50 lb Bag	Acids	453.78	677.46	0.3302	475.86	257039.73	0.4358
BAS-DIET-1G-IND	Diethanolamine (DEA), Industrial Grade, 1 Gal	Bases & Alkalis	47.37	59.01	0.1973	48.22	0	
RES-AR-500ML-IND	Alkyd Resin (Long Oil), Industrial Grade, 500 mL	Resins & Polymers	7	11.46	0.3891	7.93	5000	0.4221
SAL-AN-50LB-TECH	Ammonium Nitrate, 50 lb Bag	Salts & Inorganic Compounds	103.9	133.03	0.219	102.3	0	
RES-HR-2P5KG-IND	Hydrocarbon Resin (C5), Industrial Grade, 2.5 kg	Resins & Polymers	26.69	35.23	0.2423	27.73	0	
SAL-SS-500G-IND	Sodium Sulfate (Anhydrous), Industrial Grade, 500 g	Salts & Inorganic Compounds	2.31	3.26	0.2909	2.29	5000	0.7743
